CountryName,Region,Under5DeathsPer1000,FertilityRate
"Yemen, Rep.",Middle East & North Africa,355.8,8.196
Zambia,Sub-Saharan Africa,186.6,7.332
Zimbabwe,Sub-Saharan Africa,120.5,7.193
Afghanistan,South Asia,307.2,7.389
Albania,Europe & Central Asia,,5.258
Algeria,Middle East & North Africa,242.6,7.653
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,,
Angola,Sub-Saharan Africa,,7.388
Antigua and Barbuda,Latin America & Caribbean,34.9,3.829
Argentina,Latin America & Caribbean,72.4,3.052
Armenia,Europe & Central Asia,,3.488
Aruba,Latin America & Caribbean,,3.054
Australia,East Asia & Pacific,21.7,2.886
Austria,Europe & Central Asia,29.3,2.49
Azerbaijan,Europe & Central Asia,,5.065
"Bahamas, The",Latin America & Caribbean,29.9,4.182
Bahrain,Middle East & North Africa,84.4,6.562
Bangladesh,South Asia,228.6,6.863
Barbados,Latin America & Caribbean,50.3,3.284
Belarus,Europe & Central Asia,,2.26
Belgium,Europe & Central Asia,24.8,2.27
Belize,Latin America & Caribbean,101.6,6.316
Benin,Sub-Saharan Africa,264.6,6.712
Bermuda,North America,,2.432
Bhutan,South Asia,281.2,6.658
Bolivia,Latin America & Caribbean,235.4,6.045
Bosnia and Herzegovina,Europe & Central Asia,,2.941
Botswana,Sub-Saharan Africa,128.4,6.639
Brazil,Latin America & Caribbean,136.0,5.079
British Virgin Islands,Latin America & Caribbean,47.0,3.852
Brunei Darussalam,East Asia & Pacific,57.5,5.812
Bulgaria,Europe & Central Asia,33.9,2.27
Burkina Faso,Sub-Saharan Africa,318.3,6.664
Burundi,Sub-Saharan Africa,249.8,7.215
Cabo Verde,Sub-Saharan Africa,151.1,6.954
Cambodia,East Asia & Pacific,,5.559
Cameroon,Sub-Saharan Africa,220.7,6.143
Canada,North America,23.0,2.334
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,229.7,6.037
Chad,Sub-Saharan Africa,,6.477
Channel Islands,Europe & Central Asia,,2.108
Chile,Latin America & Caribbean,82.1,3.902
China,East Asia & Pacific,118.8,6.175
Colombia,Latin America & Caribbean,101.1,5.506
Comoros,Sub-Saharan Africa,,7.06
"Congo, Dem. Rep.",Sub-Saharan Africa,250.7,6.319
"Congo, Rep.",Sub-Saharan Africa,140.7,6.35
Costa Rica,Latin America & Caribbean,78.5,4.835
Cote d'Ivoire,Sub-Saharan Africa,251.6,7.927
Croatia,Europe & Central Asia,,1.953
Cuba,Latin America & Caribbean,37.8,4.118
Curacao,Latin America & Caribbean,,3.501
Cyprus,Europe & Central Asia,,3.188
Czechia,Europe & Central Asia,,1.87
Denmark,Europe & Central Asia,17.4,2.0
Djibouti,Middle East & North Africa,,6.847
Dominica,Latin America & Caribbean,59.7,5.46
Dominican Republic,Latin America & Caribbean,126.5,6.366
Ecuador,Latin America & Caribbean,139.9,6.252
"Egypt, Arab Rep.",Middle East & North Africa,249.7,6.195
El Salvador,Latin America & Caribbean,153.4,6.278
Equatorial Guinea,Sub-Saharan Africa,,5.802
Eritrea,Sub-Saharan Africa,,6.503
Estonia,Europe & Central Asia,,2.13
Eswatini,Sub-Saharan Africa,174.1,6.758
Ethiopia,Sub-Saharan Africa,246.7,6.937
Faroe Islands,Europe & Central Asia,,
Fiji,East Asia & Pacific,57.2,4.836
Finland,Europe & Central Asia,16.8,1.93
France,Europe & Central Asia,19.1,2.62
French Polynesia,East Asia & Pacific,,5.738
Gabon,Sub-Saharan Africa,169.0,5.049
"Gambia, The",Sub-Saharan Africa,301.3,6.246
Georgia,Europe & Central Asia,,2.667
Germany,Europe & Central Asia,26.4,2.21
Ghana,Sub-Saharan Africa,203.0,6.961
Gibraltar,Europe & Central Asia,,2.78
Greece,Europe & Central Asia,33.8,2.36
Greenland,Europe & Central Asia,,
Grenada,Latin America & Caribbean,57.7,4.69
Guam,East Asia & Pacific,,4.674
Guatemala,Latin America & Caribbean,175.8,6.655
Guinea,Sub-Saharan Africa,325.0,6.228
Guinea-Bissau,Sub-Saharan Africa,,6.024
Guyana,Latin America & Caribbean,74.2,5.517
Haiti,Latin America & Caribbean,248.6,5.925
Honduras,Latin America & Caribbean,151.8,7.229
"Hong Kong SAR, China",East Asia & Pacific,,3.716
Hungary,Europe & Central Asia,39.8,2.04
Iceland,Europe & Central Asia,16.6,2.99
India,South Asia,217.5,5.684
Indonesia,East Asia & Pacific,171.6,5.506
"Iran, Islamic Rep.",Middle East & North Africa,,6.899
Iraq,Middle East & North Africa,118.6,7.099
Ireland,Europe & Central Asia,23.0,3.83
Isle of Man,Europe & Central Asia,,2.379
Israel,Middle East & North Africa,29.1,3.782
Italy,Europe & Central Asia,35.1,2.47
Jamaica,Latin America & Caribbean,58.0,5.748
Japan,East Asia & Pacific,18.5,2.13
Jordan,Middle East & North Africa,94.2,8.128
Kazakhstan,Europe & Central Asia,,3.537
Kenya,Sub-Saharan Africa,153.8,8.031
Kiribati,East Asia & Pacific,145.9,5.785
"Korea, Dem. People's Rep.",East Asia & Pacific,,3.86
"Korea, Rep.",East Asia & Pacific,66.0,4.47
Kosovo,Europe & Central Asia,,5.857
Kuwait,Middle East & North Africa,74.9,7.138
Kyrgyz Republic,Europe & Central Asia,,5.042
Lao PDR,East Asia & Pacific,,6.301
Latvia,Europe & Central Asia,,1.88
Lebanon,Middle East & North Africa,61.1,5.279
Lesotho,Sub-Saharan Africa,182.2,5.737
Liberia,Sub-Saharan Africa,292.1,6.644
Libya,Middle East & North Africa,146.7,8.075
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,24.9,2.3
Luxembourg,Europe & Central Asia,23.6,2.02
"Macao SAR, China",East Asia & Pacific,,2.349
Madagascar,Sub-Saharan Africa,147.7,7.286
Malawi,Sub-Saharan Africa,347.9,7.29
Malaysia,East Asia & Pacific,57.6,5.152
Maldives,South Asia,269.1,7.264
Mali,Sub-Saharan Africa,384.4,7.171
Malta,Middle East & North Africa,29.2,2.02
Marshall Islands,East Asia & Pacific,81.6,8.264
Mauritania,Sub-Saharan Africa,194.2,6.689
Mauritius,Sub-Saharan Africa,89.5,4.213
Mexico,Latin America & Caribbean,110.6,6.649
"Micronesia, Fed. Sts.",East Asia & Pacific,85.6,6.889
Moldova,Europe & Central Asia,,2.566
Monaco,Europe & Central Asia,,
Mongolia,East Asia & Pacific,,7.487
Montenegro,Europe & Central Asia,,2.758
Morocco,Middle East & North Africa,194.7,6.72
Mozambique,Sub-Saharan Africa,275.1,6.708
Myanmar,East Asia & Pacific,178.7,5.812
Namibia,Sub-Saharan Africa,95.9,6.549
Nauru,East Asia & Pacific,,4.783
Nepal,South Asia,271.9,5.912
Netherlands,Europe & Central Asia,16.4,2.75
New Caledonia,East Asia & Pacific,,4.59
New Zealand,East Asia & Pacific,21.2,3.28
Nicaragua,Latin America & Caribbean,175.2,6.855
Niger,Sub-Saharan Africa,326.5,7.506
Nigeria,Sub-Saharan Africa,291.0,6.438
North Macedonia,Europe & Central Asia,,3.101
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,16.9,2.7
Oman,Middle East & North Africa,242.1,7.293
Pakistan,South Asia,194.1,6.8
Palau,East Asia & Pacific,84.1,
Panama,Latin America & Caribbean,68.9,5.304
Papua New Guinea,East Asia & Pacific,147.6,6.258
Paraguay,Latin America & Caribbean,78.2,5.87
Peru,Latin America & Caribbean,170.1,6.418
Philippines,East Asia & Pacific,84.2,6.303
Poland,Europe & Central Asia,37.6,2.2
Portugal,Europe & Central Asia,72.7,3.12
Puerto Rico,Latin America & Caribbean,,3.315
Qatar,Middle East & North Africa,71.3,6.545
Romania,Europe & Central Asia,61.8,3.19
Russian Federation,Europe & Central Asia,,1.97
Rwanda,Sub-Saharan Africa,218.3,8.217
Samoa,East Asia & Pacific,75.7,7.547
San Marino,Europe & Central Asia,,
Sao Tome and Principe,Sub-Saharan Africa,86.6,6.444
Saudi Arabia,Middle East & North Africa,,7.597
Senegal,Sub-Saharan Africa,292.1,7.259
Serbia,Europe & Central Asia,,1.925
Seychelles,Sub-Saharan Africa,80.4,
Sierra Leone,Sub-Saharan Africa,337.9,6.393
Singapore,East Asia & Pacific,28.4,3.22
Sint Maarten (Dutch part),Latin America & Caribbean,,3.335
Slovak Republic,Europe & Central Asia,,2.43
Slovenia,Europe & Central Asia,,2.174
Solomon Islands,East Asia & Pacific,106.0,6.97
Somalia,Sub-Saharan Africa,,7.209
South Africa,Sub-Saharan Africa,,5.719
South Sudan,Sub-Saharan Africa,326.3,6.869
Spain,Europe & Central Asia,33.9,2.86
Sri Lanka,South Asia,71.4,4.5
St. Kitts and Nevis,Latin America & Caribbean,,5.263
St. Lucia,Latin America & Caribbean,81.5,6.249
St. Martin (French part),Latin America & Caribbean,,5.795
St. Vincent and the Grenadines,Latin America & Caribbean,77.4,6.276
Sudan,Sub-Saharan Africa,158.1,7.002
Suriname,Latin America & Caribbean,,5.79
Sweden,Europe & Central Asia,13.9,1.93
Switzerland,Europe & Central Asia,19.2,2.19
Syrian Arab Republic,Middle East & North Africa,110.4,7.668
Tajikistan,Europe & Central Asia,,7.031
Tanzania,Sub-Saharan Africa,219.0,6.878
Thailand,East Asia & Pacific,103.5,5.729
Timor-Leste,East Asia & Pacific,,5.722
Togo,Sub-Saharan Africa,230.1,7.039
Tonga,East Asia & Pacific,52.8,6.15
Trinidad and Tobago,Latin America & Caribbean,52.7,3.646
Tunisia,Middle East & North Africa,190.4,6.685
Turkiye,Europe & Central Asia,192.7,5.692
Turkmenistan,Europe & Central Asia,,6.482
Turks and Caicos Islands,Latin America & Caribbean,68.8,5.489
Tuvalu,East Asia & Pacific,111.5,4.033
Uganda,Sub-Saharan Africa,193.7,7.163
Ukraine,Europe & Central Asia,,2.04
United Arab Emirates,Middle East & North Africa,107.5,6.485
United Kingdom,Europe & Central Asia,21.4,2.51
United States,North America,24.1,2.456
Uruguay,Latin America & Caribbean,55.2,2.753
Uzbekistan,Europe & Central Asia,,6.372
Vanuatu,East Asia & Pacific,109.7,6.493
"Venezuela, RB",Latin America & Caribbean,64.3,5.469
Vietnam,East Asia & Pacific,83.6,6.013
Virgin Islands (U.S.),Latin America & Caribbean,,4.667
West Bank and Gaza,Middle East & North Africa,,
"Yemen, Rep.",Middle East & North Africa,343.2,8.215
Zambia,Sub-Saharan Africa,184.5,7.349
Zimbabwe,Sub-Saharan Africa,118.2,7.139
Afghanistan,South Asia,301.9,7.4
Albania,Europe & Central Asia,,5.111
Algeria,Middle East & North Africa,239.2,7.635
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,,
Angola,Sub-Saharan Africa,,7.434
Antigua and Barbuda,Latin America & Caribbean,31.7,3.628
Argentina,Latin America & Caribbean,71.7,3.088
Armenia,Europe & Central Asia,,3.402
Aruba,Latin America & Caribbean,,2.908
Australia,East Asia & Pacific,21.5,2.859
Austria,Europe & Central Asia,29.0,2.29
Azerbaijan,Europe & Central Asia,,4.913
"Bahamas, The",Latin America & Caribbean,30.4,4.069
Bahrain,Middle East & North Africa,76.2,6.427
Bangladesh,South Asia,273.1,6.882
Barbados,Latin America & Caribbean,47.9,3.113
Belarus,Europe & Central Asia,,2.31
Belgium,Europe & Central Asia,24.0,2.25
Belize,Latin America & Caribbean,97.5,6.299
Benin,Sub-Saharan Africa,260.0,6.743
Bermuda,North America,,2.358
Bhutan,South Asia,272.5,6.65
Bolivia,Latin America & Caribbean,229.1,6.004
Bosnia and Herzegovina,Europe & Central Asia,,2.828
Botswana,Sub-Saharan Africa,123.7,6.617
Brazil,Latin America & Caribbean,132.6,4.972
British Virgin Islands,Latin America & Caribbean,44.7,3.775
Brunei Darussalam,East Asia & Pacific,54.0,5.719
Bulgaria,Europe & Central Asia,32.3,2.17
Burkina Faso,Sub-Saharan Africa,315.5,6.685
Burundi,Sub-Saharan Africa,250.6,7.214
Cabo Verde,Sub-Saharan Africa,145.2,6.935
Cambodia,East Asia & Pacific,,5.72
Cameroon,Sub-Saharan Africa,212.2,6.198
Canada,North America,22.0,2.258
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,224.6,6.002
Chad,Sub-Saharan Africa,,6.528
Channel Islands,Europe & Central Asia,,2.022
Chile,Latin America & Caribbean,79.9,3.778
China,East Asia & Pacific,112.8,6.085
Colombia,Latin America & Caribbean,97.5,5.276
Comoros,Sub-Saharan Africa,231.7,7.061
"Congo, Dem. Rep.",Sub-Saharan Africa,247.4,6.343
"Congo, Rep.",Sub-Saharan Africa,136.5,6.376
Costa Rica,Latin America & Caribbean,74.8,4.585
Cote d'Ivoire,Sub-Saharan Africa,244.4,7.936
Croatia,Europe & Central Asia,,1.917
Cuba,Latin America & Caribbean,36.1,4.001
Curacao,Latin America & Caribbean,,3.32
Cyprus,Europe & Central Asia,,3.065
Czechia,Europe & Central Asia,,1.92
Denmark,Europe & Central Asia,16.6,1.95
Djibouti,Middle East & North Africa,,6.857
Dominica,Latin America & Caribbean,54.5,5.135
Dominican Republic,Latin America & Caribbean,123.5,6.184
Ecuador,Latin America & Caribbean,137.0,6.138
"Egypt, Arab Rep.",Middle East & North Africa,246.3,6.119
El Salvador,Latin America & Caribbean,150.0,6.178
Equatorial Guinea,Sub-Saharan Africa,,5.808
Eritrea,Sub-Saharan Africa,,6.541
Estonia,Europe & Central Asia,,2.17
Eswatini,Sub-Saharan Africa,169.7,6.757
Ethiopia,Sub-Saharan Africa,246.3,6.978
Faroe Islands,Europe & Central Asia,,3.418
Fiji,East Asia & Pacific,56.6,4.659
Finland,Europe & Central Asia,16.1,1.83
France,Europe & Central Asia,18.2,2.55
French Polynesia,East Asia & Pacific,,5.624
Gabon,Sub-Saharan Africa,163.9,5.097
"Gambia, The",Sub-Saharan Africa,294.6,6.257
Georgia,Europe & Central Asia,,2.67
Germany,Europe & Central Asia,25.6,2.03
Ghana,Sub-Saharan Africa,202.6,6.953
Gibraltar,Europe & Central Asia,,2.794
Greece,Europe & Central Asia,31.1,2.4
Greenland,Europe & Central Asia,,
Grenada,Latin America & Caribbean,56.1,4.516
Guam,East Asia & Pacific,,4.536
Guatemala,Latin America & Caribbean,170.7,6.6
Guinea,Sub-Saharan Africa,321.7,6.243
Guinea-Bissau,Sub-Saharan Africa,,6.041
Guyana,Latin America & Caribbean,73.8,5.38
Haiti,Latin America & Caribbean,243.5,5.87
Honduras,Latin America & Caribbean,146.0,7.17
"Hong Kong SAR, China",East Asia & Pacific,,3.485
Hungary,Europe & Central Asia,38.6,1.98
Iceland,Europe & Central Asia,16.0,2.81
India,South Asia,214.5,5.624
Indonesia,East Asia & Pacific,166.0,5.447
"Iran, Islamic Rep.",Middle East & North Africa,,6.707
Iraq,Middle East & North Africa,113.1,7.079
Ireland,Europe & Central Asia,22.2,3.85
Isle of Man,Europe & Central Asia,,2.979
Israel,Middle East & North Africa,28.6,3.778
Italy,Europe & Central Asia,33.6,2.38
Jamaica,Latin America & Caribbean,55.9,5.638
Japan,East Asia & Pacific,17.5,2.13
Jordan,Middle East & North Africa,89.5,8.109
Kazakhstan,Europe & Central Asia,,3.529
Kenya,Sub-Saharan Africa,150.5,8.024
Kiribati,East Asia & Pacific,140.8,5.587
"Korea, Dem. People's Rep.",East Asia & Pacific,,3.848
"Korea, Rep.",East Asia & Pacific,61.3,4.53
Kosovo,Europe & Central Asia,,5.503
Kuwait,Middle East & North Africa,70.2,6.953
Kyrgyz Republic,Europe & Central Asia,,5.01
Lao PDR,East Asia & Pacific,,6.31
Latvia,Europe & Central Asia,,1.96
Lebanon,Middle East & North Africa,60.5,5.168
Lesotho,Sub-Saharan Africa,178.7,5.729
Liberia,Sub-Saharan Africa,287.2,6.578
Libya,Middle East & North Africa,136.0,8.097
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,23.1,2.4
Luxembourg,Europe & Central Asia,22.3,1.97
"Macao SAR, China",East Asia & Pacific,,2.095
Madagascar,Sub-Saharan Africa,149.5,7.27
Malawi,Sub-Saharan Africa,344.4,7.315
Malaysia,East Asia & Pacific,55.4,5.028
Maldives,South Asia,259.1,7.299
Mali,Sub-Saharan Africa,378.3,7.177
Malta,Middle East & North Africa,27.9,2.03
Marshall Islands,East Asia & Pacific,78.5,8.21
Mauritania,Sub-Saharan Africa,190.9,6.691
Mauritius,Sub-Saharan Africa,83.4,3.952
Mexico,Latin America & Caribbean,106.6,6.551
"Micronesia, Fed. Sts.",East Asia & Pacific,82.2,6.938
Moldova,Europe & Central Asia,,2.56
Monaco,Europe & Central Asia,,
Mongolia,East Asia & Pacific,,7.464
Montenegro,Europe & Central Asia,,2.678
Morocco,Middle East & North Africa,190.1,6.675
Mozambique,Sub-Saharan Africa,275.2,6.717
Myanmar,East Asia & Pacific,175.2,5.752
Namibia,Sub-Saharan Africa,96.4,6.545
Nauru,East Asia & Pacific,,4.627
Nepal,South Asia,265.8,5.876
Netherlands,Europe & Central Asia,15.8,2.57
New Caledonia,East Asia & Pacific,,4.3
New Zealand,East Asia & Pacific,20.8,3.17
Nicaragua,Latin America & Caribbean,171.6,6.811
Niger,Sub-Saharan Africa,330.9,7.514
Nigeria,Sub-Saharan Africa,283.7,6.466
North Macedonia,Europe & Central Asia,,2.965
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,16.2,2.5
Oman,Middle East & North Africa,229.3,7.311
Pakistan,South Asia,190.5,6.801
Palau,East Asia & Pacific,80.6,
Panama,Latin America & Caribbean,66.2,5.171
Papua New Guinea,East Asia & Pacific,142.8,6.25
Paraguay,Latin America & Caribbean,77.6,5.739
Peru,Latin America & Caribbean,194.5,6.316
Philippines,East Asia & Pacific,83.3,6.198
Poland,Europe & Central Asia,36.1,2.2
Portugal,Europe & Central Asia,68.8,3.01
Puerto Rico,Latin America & Caribbean,,3.243
Qatar,Middle East & North Africa,66.5,6.482
Romania,Europe & Central Asia,56.0,2.89
Russian Federation,Europe & Central Asia,38.1,1.99
Rwanda,Sub-Saharan Africa,221.7,8.231
Samoa,East Asia & Pacific,72.2,7.459
San Marino,Europe & Central Asia,,
Sao Tome and Principe,Sub-Saharan Africa,86.0,6.468
Saudi Arabia,Middle East & North Africa,,7.583
Senegal,Sub-Saharan Africa,288.3,7.262
Serbia,Europe & Central Asia,,1.823
Seychelles,Sub-Saharan Africa,75.5,
Sierra Leone,Sub-Saharan Africa,332.5,6.411
Singapore,East Asia & Pacific,27.1,3.07
Sint Maarten (Dutch part),Latin America & Caribbean,,3.247
Slovak Republic,Europe & Central Asia,,2.41
Slovenia,Europe & Central Asia,,2.109
Solomon Islands,East Asia & Pacific,99.0,7.001
Somalia,Sub-Saharan Africa,,7.182
South Africa,Sub-Saharan Africa,,5.634
South Sudan,Sub-Saharan Africa,323.5,6.881
Spain,Europe & Central Asia,31.6,2.84
Sri Lanka,South Asia,70.1,4.361
St. Kitts and Nevis,Latin America & Caribbean,,5.007
St. Lucia,Latin America & Caribbean,74.0,6.101
St. Martin (French part),Latin America & Caribbean,,5.734
St. Vincent and the Grenadines,Latin America & Caribbean,74.7,6.087
Sudan,Sub-Saharan Africa,157.0,7.027
Suriname,Latin America & Caribbean,,5.653
Sweden,Europe & Central Asia,13.4,1.92
Switzerland,Europe & Central Asia,18.4,2.1
Syrian Arab Republic,Middle East & North Africa,104.5,7.694
Tajikistan,Europe & Central Asia,,7.003
Tanzania,Sub-Saharan Africa,215.6,6.909
Thailand,East Asia & Pacific,98.9,5.55
Timor-Leste,East Asia & Pacific,,5.655
Togo,Sub-Saharan Africa,225.6,7.066
Tonga,East Asia & Pacific,49.4,5.941
Trinidad and Tobago,Latin America & Caribbean,51.6,3.603
Tunisia,Middle East & North Africa,180.2,6.517
Turkiye,Europe & Central Asia,187.0,5.625
Turkmenistan,Europe & Central Asia,,6.404
Turks and Caicos Islands,Latin America & Caribbean,63.3,5.395
Tuvalu,East Asia & Pacific,106.1,3.938
Uganda,Sub-Saharan Africa,192.3,7.186
Ukraine,Europe & Central Asia,,2.09
United Arab Emirates,Middle East & North Africa,97.9,6.486
United Kingdom,Europe & Central Asia,21.0,2.44
United States,North America,23.2,2.48
Uruguay,Latin America & Caribbean,54.0,2.698
Uzbekistan,Europe & Central Asia,,6.347
Vanuatu,East Asia & Pacific,105.3,6.433
"Venezuela, RB",Latin America & Caribbean,62.7,5.321
Vietnam,East Asia & Pacific,82.8,6.019
Virgin Islands (U.S.),Latin America & Caribbean,,5.127
West Bank and Gaza,Middle East & North Africa,,
"Yemen, Rep.",Middle East & North Africa,330.7,8.238
Zambia,Sub-Saharan Africa,180.8,7.367
Zimbabwe,Sub-Saharan Africa,116.5,7.094
Afghanistan,South Asia,296.4,7.432
Albania,Europe & Central Asia,,5.015
Algeria,Middle East & North Africa,234.1,7.6
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,,
Angola,Sub-Saharan Africa,,7.467
Antigua and Barbuda,Latin America & Caribbean,29.0,3.455
Argentina,Latin America & Caribbean,70.9,3.108
Armenia,Europe & Central Asia,,3.357
Aruba,Latin America & Caribbean,,2.788
Australia,East Asia & Pacific,21.0,2.961
Austria,Europe & Central Asia,28.7,2.2
Azerbaijan,Europe & Central Asia,,4.769
"Bahamas, The",Latin America & Caribbean,30.9,3.974
Bahrain,Middle East & North Africa,68.8,6.284
Bangladesh,South Asia,373.2,6.865
Barbados,Latin America & Caribbean,45.5,2.949
Belarus,Europe & Central Asia,,2.31
Belgium,Europe & Central Asia,23.1,2.21
Belize,Latin America & Caribbean,93.5,6.288
Benin,Sub-Saharan Africa,255.4,6.788
Bermuda,North America,,2.299
Bhutan,South Asia,264.4,6.643
Bolivia,Latin America & Caribbean,222.7,5.964
Bosnia and Herzegovina,Europe & Central Asia,,2.748
Botswana,Sub-Saharan Africa,119.2,6.592
Brazil,Latin America & Caribbean,129.4,4.857
British Virgin Islands,Latin America & Caribbean,42.7,3.693
Brunei Darussalam,East Asia & Pacific,50.1,5.619
Bulgaria,Europe & Central Asia,31.1,2.1
Burkina Faso,Sub-Saharan Africa,312.2,6.698
Burundi,Sub-Saharan Africa,250.9,7.213
Cabo Verde,Sub-Saharan Africa,138.7,6.913
Cambodia,East Asia & Pacific,,5.866
Cameroon,Sub-Saharan Africa,204.9,6.255
Canada,North America,20.9,2.141
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,219.8,5.986
Chad,Sub-Saharan Africa,,6.582
Channel Islands,Europe & Central Asia,,1.933
Chile,Latin America & Caribbean,78.8,3.654
China,East Asia & Pacific,107.1,5.523
Colombia,Latin America & Caribbean,93.9,5.057
Comoros,Sub-Saharan Africa,225.7,7.098
"Congo, Dem. Rep.",Sub-Saharan Africa,244.2,6.378
